date,close,open,high,low,volume,mentions_sum,mentions_mean,mentions_max,mentions_days,trends_interest,days_in_week,ticker,return_1w,momentum_4w,momentum_12w,volatility_12w,volume_ratio_4w,mentions_sum_log,mentions_abnormal_w,mentions_momentum_w,mentions_peak_ratio,trends_log,trends_abnormal_w,trends_mentions_divergence_w,return_fwd_1w,direction_fwd_1w
2022-12-02,147.80999755859375,145.13999938964844,149.1300048828125,140.35000610351562,401088500.0,1010,202.0,326,5,8.0,5,AAPL,-0.002025542168128558,0.06814563045988531,-0.060748540733414735,0.05696267289524366,1.1073458462952441,6.918695219020472,0.9159238066923613,0.07561235356762519,1.613861386138614,2.1972245773362196,-0.7942142909138842,-1.7101380976062455,-0.038224707325664076,0
2022-12-09,142.16000366210938,147.77000427246094,150.9199981689453,140.0,341500000.0,991,198.2,674,5,7.0,5,AAPL,-0.038224707325664076,-0.05036735764757372,-0.056668835163054876,0.0567179719027934,1.0276133859657952,6.899723107284872,0.7723074898856522,-0.01881188118811883,3.4006054490413726,2.0794415416798357,-1.0982327285176081,-1.8705402184032605,-0.05381266852986466,0
2022-12-16,134.50999450683594,142.6999969482422,149.97000122070312,133.72999572753906,505728900.0,230,46.0,65,5,8.0,5,AAPL,-0.05381266852986466,-0.11091281329863689,-0.10582994711205873,0.05854674835203331,1.3928636274532689,5.442417710521793,-1.3426396920885793,-0.7679112008072654,1.4130434782608696,2.1972245773362196,-0.5385451401085695,0.8040945519800098,-0.0197010928905339,0
2022-12-23,131.86000061035156,135.11000061035156,136.80999755859375,129.63999938964844,384620400.0,470,94.0,155,5,8.0,5,AAPL,-0.0197010928905339,-0.10971575135395872,-0.04587551720616201,0.054031725653193384,0.9421556656965133,6.154858094016418,-0.18870212628677313,1.0434782608695654,1.648936170212766,2.1972245773362196,-0.43019603970725884,-0.2414939134204857,-0.014636796038500877,0
2022-12-30,129.92999267578125,131.3800048828125,131.41000366210938,125.87000274658205,307184100.0,394,98.5,191,4,8.0,4,AAPL,-0.014636796038500877,-0.12096614016737695,-0.07252483351918948,0.05387672326119753,0.7983818934663797,5.978885764901122,-0.4708019456395756,-0.16170212765957448,1.9390862944162437,2.1972245773362196,-0.3604413849261029,0.11036056071347272,-0.0023858814443813436,0
2023-01-06,129.6199951171875,130.27999877929688,130.89999389648438,124.16999816894533,369948500.0,337,84.25,161,4,9.0,4,AAPL,-0.0023858814443813436,-0.0882105249147811,-0.06330401399424312,0.05383037276506274,0.9440581100170917,5.823045895483019,-0.7536522401658239,-0.14467005076142136,1.910979228486647,2.302585092994046,0.04816229678345901,0.8018145369492828,0.03965437110996217,1
2023-01-13,134.75999450683594,130.47000122070312,134.9199981689453,128.1199951171875,333335200.0,160,32.0,51,5,8.0,5,AAPL,0.03965437110996217,0.001858597949666141,-0.0849460813654932,0.05140612288297772,0.9557394292346534,5.081404364984463,-1.569896271416125,-0.5252225519287834,1.59375,2.1972245773362196,-0.3604413849261029,1.2094548864900223,0.02307807017752439,1
2023-01-20,137.8699951171875,134.8300018310547,138.61000061035156,133.77000427246094,271823400.0,148,37.0,60,4,7.0,4,AAPL,0.02307807017752439,0.04557860214634446,-0.11474258216050293,0.04840323077011618,0.8479303297098194,5.003946305945459,-1.495482839296389,-0.07499999999999996,1.6216216216216217,2.0794415416798357,-0.9320153800217216,0.5634674592746675,0.05846085329692552,1
2023-01-27,145.92999267578125,138.1199951171875,147.22999572753906,137.89999389648438,338655600.0,238,47.6,58,5,9.0,5,AAPL,0.05846085329692552,0.12314323791216819,0.05455981736207094,0.03979480714916492,1.0311012787925855,5.476463551931511,-0.6703961787953171,0.6081081081081081,1.218487394957983,2.302585092994046,0.699024309427478,1.369420488222795,0.058726839953038956,1
2023-02-03,154.5,144.9600067138672,157.3800048828125,141.32000732421875,480249700.0,1566,313.2,894,5,17.0,5,AAPL,0.058726839953038956,0.19194573229476553,0.032064149295990774,0.03614397384137568,1.3489554787534463,7.356918242356021,1.6618093803133767,5.579831932773109,2.8544061302681993,2.8903717578961645,2.8243713324863173,1.1625619521729407,-0.022589032318213964,0
2023-02-10,151.00999450683594,152.57000732421875,155.22999572753906,149.22000122070312,330758800.0,317,63.4,153,5,9.0,5,AAPL,-0.022589032318213964,0.12058474816259879,-0.0018507422283198238,0.03679204684583141,0.9307399467107519,5.762051382780177,-0.3844378043862676,-0.79757343550447,2.413249211356467,2.302585092994046,0.2688273157243065,0.6532651201105741,0.01019805708854693,1
2023-02-17,152.5500030517578,150.9499969482422,156.3300018310547,150.85000610351562,316792400.0,153,30.6,42,5,9.0,5,AAPL,0.01019805708854693,0.10647717744598828,0.02997773562291073,0.036234638388822175,0.8641030947730124,5.0369526024136295,-1.1070724777133703,-0.5173501577287066,1.3725490196078431,2.302585092994046,0.1524099499520159,1.2594824276653862,-0.03828250554612711,0
2023-02-24,146.7100067138672,150.1999969482422,151.3000030517578,145.72000122070312,213742300.0,111,27.75,39,4,6.0,4,AAPL,-0.03828250554612711,0.005345124903959553,-0.007441924517254117,0.038158006119997964,0.6373027719122276,4.718498871295094,-1.2777279620113424,-0.27450980392156865,1.4054054054054055,1.9459101490553132,-1.3189397144596997,-0.041211752448357286,0.029445790114747128,1
2023-03-03,151.02999877929688,147.7100067138672,151.11000061035156,143.89999389648438,273994900.0,149,29.8,49,5,6.0,5,AAPL,0.029445790114747128,-0.022459554826557482,0.062394449132612495,0.036970762738641985,0.9653754940154413,5.0106352940962555,-0.7771161113052655,0.3423423423423424,1.6442953020134228,1.9459101490553132,-1.2081992077570836,-0.4310830964518181,-0.016751630800143302,0
